parameter_name,action,experiment,exp.py,type
toggle_on_ms,__EXP__,ECHE_slave_background,ECHE_exp,eche
toggle_two_duration_ms,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
toggle_two_duration_ms,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
toggle_two_duration_ms,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
toggle_two_off_ms,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
toggle_two_off_ms,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
toggle_two_off_ms,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
toggle_two_offset_ms,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
toggle_two_offset_ms,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
toggle_two_offset_ms,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
toggle_two_on_ms,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
toggle_two_on_ms,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
toggle_two_on_ms,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
tool,PAL___PAL_archive,ADSS_slave_CA,ADSS_exp,adss
tool,PAL___PAL_deepclean,ADSS_slave_clean_PALtool,ADSS_exp,adss
tool,PAL___PAL_fill,ADSS_slave_fill,ADSS_exp,adss
tool,PAL___PAL_fillfixed,ADSS_slave_fillfixed,ADSS_exp,adss
tool,PAL___PAL_deepclean,ADSS_slave_shutdown,ADSS_exp,adss
tool,PAL___PAL_injection_tray_GC,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
tool,__EXP__,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
tool,PAL___PAL_injection_tray_HPLC,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
tool,__EXP__,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
toolGC,PAL___PAL_ANEC_GC,ANEC_slave_GC_preparation,ANEC_exp,anec
toolGC,__EXP__,ANEC_slave_GC_preparation,ANEC_exp,anec
toolGC,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
toolGC,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
toolGC,PAL___PAL_ANEC_GC,ANEC_slave_load_solid_and_clean_cell,ANEC_exp,anec
toolGC,__EXP__,ANEC_slave_load_solid_and_clean_cell,ANEC_exp,anec
toolarchive,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
toolarchive,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
transformation,MOTOR___move,ADSS_slave_disengage,ADSS_exp,adss
transformation,MOTOR___move,ADSS_slave_engage,ADSS_exp,adss
transformation,MOTOR___move,ADSS_slave_startup,ADSS_exp,adss
transformation,MOTOR___move,ANEC_slave_disengage,ANEC_exp,anec
transformation,MOTOR___move,ANEC_slave_startup,ANEC_exp,anec
transformation,MOTOR___move,ECHE_slave_move,ECHE_exp,eche
transformation,MOTOR___move,ECHE_slave_movetosample,ECHE_exp,eche
transformation,MOTOR___move,ECHE_slave_startup,ECHE_exp,eche
tray,PAL___archive_tray_export_csv,ADSS_slave_tray_unload,ADSS_exp,adss
tray,PAL___archive_tray_export_icpms,ADSS_slave_tray_unload,ADSS_exp,adss
tray,PAL___archive_tray_export_json,ADSS_slave_tray_unload,ADSS_exp,adss
tray,PAL___archive_tray_unload,ADSS_slave_tray_unload,ADSS_exp,adss
tray,__EXP__,ADSS_slave_tray_unload,ADSS_exp,adss
trigger_item,IO___set_digital_cycle,ECHE_slave_CA_led,ECHE_exp,eche
trigger_item,IO___set_digital_cycle,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
trigger_item,IO___set_digital_cycle,ECHE_slave_CP_led,ECHE_exp,eche
trigger_item,IO___set_digital_cycle,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
trigger_item,IO___set_digital_cycle,ECHE_slave_CV_led,ECHE_exp,eche
trigger_item,IO___set_digital_cycle,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
trigger_item,IO___set_digital_cycle,ECHE_slave_background,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_CA_led,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_CP_led,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_CV_led,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
triggertype,IO___set_digital_cycle,ECHE_slave_background,ECHE_exp,eche
volume_ml,PAL___archive_custom_add_liquid,ANEC_slave_flush_fill_cell,ANEC_exp,anec
volume_ml,PAL___archive_custom_add_liquid,ECHE_slave_add_liquid,ECHE_exp,eche
volume_ml,__EXP__,create_assembly_sample,samples_exp,samples
volume_ml,__EXP__,create_gas_sample,samples_exp,samples
volume_ml,__EXP__,create_liquid_sample,samples_exp,samples
volume_ul,PAL___PAL_archive,ADSS_slave_CA,ADSS_exp,adss
volume_ul,PAL___PAL_deepclean,ADSS_slave_clean_PALtool,ADSS_exp,adss
volume_ul,PAL___PAL_fill,ADSS_slave_fill,ADSS_exp,adss
volume_ul,PAL___PAL_fillfixed,ADSS_slave_fillfixed,ADSS_exp,adss
volume_ul,PAL___PAL_deepclean,ADSS_slave_shutdown,ADSS_exp,adss
volume_ul,PAL___PAL_injection_tray_GC,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
volume_ul,__EXP__,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
volume_ul,PAL___PAL_injection_tray_HPLC,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
volume_ul,__EXP__,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
volume_ul_GC,PAL___PAL_ANEC_GC,ANEC_slave_GC_preparation,ANEC_exp,anec
volume_ul_GC,__EXP__,ANEC_slave_GC_preparation,ANEC_exp,anec
volume_ul_GC,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
volume_ul_GC,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
volume_ul_GC,PAL___PAL_ANEC_GC,ANEC_slave_load_solid_and_clean_cell,ANEC_exp,anec
volume_ul_GC,__EXP__,ANEC_slave_load_solid_and_clean_cell,ANEC_exp,anec
volume_ul_archive,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
volume_ul_archive,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
volume_ul_cell_liquid,__EXP__,ANEC_slave_flush_fill_cell,ANEC_exp,anec
wash1,PAL___PAL_archive,ADSS_slave_CA,ADSS_exp,adss
wash1,PAL___PAL_deepclean,ADSS_slave_clean_PALtool,ADSS_exp,adss
wash1,PAL___PAL_fill,ADSS_slave_fill,ADSS_exp,adss
wash1,PAL___PAL_fillfixed,ADSS_slave_fillfixed,ADSS_exp,adss
wash1,PAL___PAL_deepclean,ADSS_slave_shutdown,ADSS_exp,adss
wash1,PAL___PAL_injection_tray_GC,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash1,__EXP__,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash1,PAL___PAL_injection_tray_HPLC,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash1,__EXP__,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash1,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
wash1,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
wash2,PAL___PAL_archive,ADSS_slave_CA,ADSS_exp,adss
wash2,PAL___PAL_deepclean,ADSS_slave_clean_PALtool,ADSS_exp,adss
wash2,PAL___PAL_fill,ADSS_slave_fill,ADSS_exp,adss
wash2,PAL___PAL_fillfixed,ADSS_slave_fillfixed,ADSS_exp,adss
wash2,PAL___PAL_deepclean,ADSS_slave_shutdown,ADSS_exp,adss
wash2,PAL___PAL_injection_tray_GC,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash2,__EXP__,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash2,PAL___PAL_injection_tray_HPLC,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash2,__EXP__,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash2,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
wash2,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
wash3,PAL___PAL_archive,ADSS_slave_CA,ADSS_exp,adss
wash3,PAL___PAL_deepclean,ADSS_slave_clean_PALtool,ADSS_exp,adss
wash3,PAL___PAL_fill,ADSS_slave_fill,ADSS_exp,adss
wash3,PAL___PAL_fillfixed,ADSS_slave_fillfixed,ADSS_exp,adss
wash3,PAL___PAL_deepclean,ADSS_slave_shutdown,ADSS_exp,adss
wash3,PAL___PAL_injection_tray_GC,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash3,__EXP__,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash3,PAL___PAL_injection_tray_HPLC,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash3,__EXP__,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash3,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
wash3,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
wash4,PAL___PAL_archive,ADSS_slave_CA,ADSS_exp,adss
wash4,PAL___PAL_deepclean,ADSS_slave_clean_PALtool,ADSS_exp,adss
wash4,PAL___PAL_fill,ADSS_slave_fill,ADSS_exp,adss
wash4,PAL___PAL_fillfixed,ADSS_slave_fillfixed,ADSS_exp,adss
wash4,PAL___PAL_deepclean,ADSS_slave_shutdown,ADSS_exp,adss
wash4,PAL___PAL_injection_tray_GC,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash4,__EXP__,ANEC_slave_GCLiquid_analysis,ANEC_exp,anec
wash4,PAL___PAL_injection_tray_HPLC,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash4,__EXP__,ANEC_slave_HPLCLiquid_analysis,ANEC_exp,anec
wash4,PAL___PAL_ANEC_aliquot,ANEC_slave_aliquot,ANEC_exp,anec
wash4,__EXP__,ANEC_slave_aliquot,ANEC_exp,anec
wavelength_intensity_date,__EXP__,ECHE_slave_CA_led,ECHE_exp,eche
wavelength_intensity_date,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
wavelength_intensity_date,__EXP__,ECHE_slave_CP_led,ECHE_exp,eche
wavelength_intensity_date,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
wavelength_intensity_date,__EXP__,ECHE_slave_CV_led,ECHE_exp,eche
wavelength_intensity_date,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
wavelength_intensity_mw,__EXP__,ECHE_slave_CA_led,ECHE_exp,eche
wavelength_intensity_mw,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
wavelength_intensity_mw,__EXP__,ECHE_slave_CP_led,ECHE_exp,eche
wavelength_intensity_mw,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
wavelength_intensity_mw,__EXP__,ECHE_slave_CV_led,ECHE_exp,eche
wavelength_intensity_mw,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
wavelength_nm,__EXP__,ECHE_slave_CA_led,ECHE_exp,eche
wavelength_nm,__EXP__,ECHE_slave_CA_led_secondtrigger,ECHE_exp,eche
wavelength_nm,__EXP__,ECHE_slave_CP_led,ECHE_exp,eche
wavelength_nm,__EXP__,ECHE_slave_CP_led_secondtrigger,ECHE_exp,eche
wavelength_nm,__EXP__,ECHE_slave_CV_led,ECHE_exp,eche
wavelength_nm,__EXP__,ECHE_slave_CV_led_secondtrigger,ECHE_exp,eche
x_mm,__EXP__,ADSS_slave_startup,ADSS_exp,adss
x_mm,__EXP__,ECHE_slave_move,ECHE_exp,eche
x_mm,__EXP__,debug,ADSS_exp,adss
y_mm,__EXP__,ADSS_slave_startup,ADSS_exp,adss
y_mm,__EXP__,ECHE_slave_move,ECHE_exp,eche
y_mm,__EXP__,debug,ADSS_exp,adss
z_move_mm,__EXP__,ANEC_slave_startup,ANEC_exp,anec
